feature,direction,lag,bucket_type,bucket,label,extreme_deciles,coverage,rows,row_share,events,rate,base,lift,ci_low,ci_high,rho,rho_deciles,sufficient,pass_build
ret_6m_skip1,HIGH,0,drawdown,>30,win_50,10,0.9996359830732129,2200,0.10014110792480313,399,0.18136363636363637,0.2962811234011562,0.6121336191846254,0.5596790218773056,0.6683374042494098,-0.9878787878787879,10,True,False
ret_6m_skip1,HIGH,0,drawdown,>30,win_100,10,0.9996359830732129,2200,0.10014110792480313,119,0.05409090909090909,0.09836587919340889,0.5498950401750032,0.461465649736224,0.6541277269651857,-0.9285714285714286,8,True,False
ret_6m_skip1,HIGH,0,drawdown,>30,launch_300,10,0.9996359830732129,2200,0.10014110792480313,56,0.025454545454545455,0.02976922026491875,0.8550625521267723,0.6602187490282347,1.105478376606569,,2,False,False
ret_6m_skip1,HIGH,0,mst,0-12,win_50,10,0.9989820771672854,29793,0.10019101297408546,4528,0.1519820091967912,0.11997161708624504,1.2668163761394877,1.2332114504290281,1.3011692631659322,-0.22424242424242424,10,True,False
ret_6m_skip1,HIGH,0,mst,0-12,win_100,10,0.9989820771672854,29793,0.10019101297408546,1442,0.048400631020709566,0.028678849348605404,1.6876768810483394,1.6047150370473515,1.7746989262768793,-0.3333333333333333,10,True,False
ret_6m_skip1,HIGH,0,mst,0-12,launch_300,10,0.9989820771672854,29793,0.10019101297408546,399,0.013392407612526433,0.007499276975538233,1.7858265078368094,1.619952529429633,1.9684312374539341,-0.3333333333333333,8,True,False
ret_6m_skip1,HIGH,0,mst,13-24,win_50,10,0.9991452235682495,3395,0.10015340138061242,587,0.17290132547864506,0.12157059413534722,1.4222298303992016,1.3206506427923788,1.5298910054964137,0.503030303030303,10,True,False
ret_6m_skip1,HIGH,0,mst,13-24,win_100,10,0.9991452235682495,3395,0.10015340138061242,185,0.054491899852724596,0.025901233111098,2.1038341927194284,1.8280146699045967,2.4185340902268924,,3,True,False
ret_6m_skip1,HIGH,0,mst,13-24,launch_300,10,0.9991452235682495,3395,0.10015340138061242,37,0.010898379970544918,0.00368753318779869,2.9554662739322533,2.1470183121733,4.063732745398349,,0,False,False
ret_6m_skip1,HIGH,0,mst,>24,win_50,10,0.9992561088021734,6191,0.10019258468061693,812,0.1311581327733807,0.10054862358595912,1.3044249448253609,1.2230651605766356,1.3903341913727487,-0.01818181818181818,10,True,False
ret_6m_skip1,HIGH,0,mst,>24,win_100,10,0.9992561088021734,6191,0.10019258468061693,248,0.04005814892586012,0.02116813128125455,1.8923800307934424,1.6747760892495067,2.136931343041712,0.0,7,True,False
ret_6m_skip1,HIGH,0,mst,>24,launch_300,10,0.9992561088021734,6191,0.10019258468061693,46,0.007430140526570829,0.0038031428525189754,1.95368431181846,1.4659898813252437,2.602006716992606,,0,False,False
ret_6m_skip1,HIGH,3,all,ALL,win_50,10,0.9969600614087929,39297,0.10018789851950244,6136,0.15614423492887497,0.11699678507417785,1.3346027827164397,1.3042147176836878,1.3655653962788745,-0.11515151515151516,10,True,False
ret_6m_skip1,HIGH,3,all,ALL,win_100,10,0.9969600614087929,39297,0.10018789851950244,1861,0.04735730462885208,0.027175173939979553,1.7426679488215158,1.6670048947142444,1.8215871762914777,-0.15151515151515152,10,True,False
ret_6m_skip1,HIGH,3,all,ALL,launch_300,10,0.9969600614087929,39297,0.10018789851950244,496,0.012621828638318447,0.006554777389969737,1.9255922646027068,1.7643226523392845,2.1013974601121164,-0.22424242424242424,10,True,False
ret_6m_skip1,HIGH,3,drawdown,0-10,win_50,10,0.9968039037093789,30371,0.10018505751297217,4507,0.14839814296532877,0.10219067191381136,1.4521691675585542,1.4134806631919317,1.4917279380326427,-0.006060606060606061,10,True,False
ret_6m_skip1,HIGH,3,drawdown,0-10,win_100,10,0.9968039037093789,30371,0.10018505751297217,1348,0.044384445688321096,0.02238503178305058,1.9827734049467804,1.8818512108435186,2.0888437703774834,-0.11515151515151516,10,True,False
ret_6m_skip1,HIGH,3,drawdown,0-10,launch_300,10,0.9968039037093789,30371,0.10018505751297217,362,0.011919265088406704,0.005334010668021336,2.2345784120503422,2.0170571267608137,2.475244311797008,-0.3,5,True,False
ret_6m_skip1,HIGH,3,drawdown,10-20,win_50,10,0.9966841455891425,3885,0.10019342359767891,428,0.11016731016731017,0.07997421018697615,1.3775354568647056,1.2592100660852368,1.505491024019453,0.2727272727272727,10,True,False
ret_6m_skip1,HIGH,3,drawdown,10-20,win_100,10,0.9966841455891425,3885,0.10019342359767891,120,0.03088803088803089,0.015448098001289491,1.9994714485532514,1.6761906566090432,2.3827461887833126,,2,True,False
ret_6m_skip1,HIGH,3,drawdown,10-20,launch_300,10,0.9966841455891425,3885,0.10019342359767891,52,0.013384813384813385,0.00425531914893617,3.145431145431145,2.4021464733893443,4.114638308162257,,0,False,False
ret_6m_skip1,HIGH,3,drawdown,20-30,win_50,10,0.9973968410314138,2841,0.10020103692730928,748,0.26328757479760645,0.18714069057948013,1.4068964583936177,1.3221077384322193,1.4951012025912023,0.8787878787878788,10,True,False
ret_6m_skip1,HIGH,3,drawdown,20-30,win_100,10,0.9973968410314138,2841,0.10020103692730928,249,0.08764519535374868,0.03929037491623461,2.230703971153354,1.9800248128864912,2.5097265983698107,,4,True,False
ret_6m_skip1,HIGH,3,drawdown,20-30,launch_300,10,0.9973968410314138,2841,0.10020103692730928,37,0.013023583245336149,0.004831940182696716,2.695311355876028,1.9585107920606102,3.7042908460228605,,0,False,False
ret_6m_skip1,HIGH,3,drawdown,>30,win_50,10,0.9990444555671839,2200,0.10020040080160321,453,0.2059090909090909,0.2962288212789215,0.6951014760147601,0.6398150701716984,0.7538488701098598,-0.9878787878787879,10,True,False
ret_6m_skip1,HIGH,3,drawdown,>30,win_100,10,0.9990444555671839,2200,0.10020040080160321,144,0.06545454545454546,0.09837857533248315,0.6653333333333333,0.5677897215326193,0.778275519621168,-0.95,9,True,False
ret_6m_skip1,HIGH,3,drawdown,>30,launch_300,10,0.9990444555671839,2200,0.10020040080160321,45,0.020454545454545454,0.02969575514665695,0.6888036809815951,0.5159629948096076,0.9179408471527652,,1,False,False
ret_6m_skip1,HIGH,3,mst,0-12,win_50,10,0.9968387281003813,29726,0.1001806392472466,4646,0.1562941532665007,0.11992289130639922,1.303288734651786,1.2692366174708325,1.3380815110307347,-0.2,10,True,False
ret_6m_skip1,HIGH,3,mst,0-12,win_100,10,0.9968387281003813,29726,0.1001806392472466,1410,0.04743322344075893,0.028588856984942235,1.6591507476406642,1.576654458763294,1.7457379422114787,-0.28484848484848485,10,True,False
ret_6m_skip1,HIGH,3,mst,0-12,launch_300,10,0.9968387281003813,29726,0.1001806392472466,424,0.014263607616228217,0.007464849489761529,1.9107696191050572,1.73842000618297,2.099934863410334,-0.3333333333333333,9,True,False
ret_6m_skip1,HIGH,3,mst,13-24,win_50,10,0.9979956966427919,3391,0.10015062464928084,650,0.1916838690651725,0.12162202073303996,1.5760621958906451,1.4700226213033376,1.6878388480193212,0.7696969696969697,10,True,True
ret_6m_skip1,HIGH,3,mst,13-24,win_100,10,0.9979956966427919,3391,0.10015062464928084,200,0.058979652020053085,0.025871998582356243,2.279671275966869,1.992044907215677,2.60587525630099,,3,True,False
ret_6m_skip1,HIGH,3,mst,13-24,launch_300,10,0.9979956966427919,3391,0.10015062464928084,39,0.01150103214391035,0.003691780619628459,3.115307578885284,2.2820298809713515,4.248042264842382,,0,False,False
ret_6m_skip1,HIGH,3,mst,>24,win_50,10,0.9969759205653573,6180,0.10024330900243308,840,0.13592233009708737,0.10037307380373074,1.3541712428063084,1.27129588262432,1.4415531577921674,0.11515151515151516,10,True,False
ret_6m_skip1,HIGH,3,mst,>24,win_100,10,0.9969759205653573,6180,0.10024330900243308,251,0.04061488673139159,0.021086780210867802,1.9260828976848396,1.7059063194173736,2.173326124512208,0.02857142857142857,6,True,False
ret_6m_skip1,HIGH,3,mst,>24,launch_300,10,0.9969759205653573,6180,0.10024330900243308,33,0.005339805825242718,0.0037469586374695866,1.4251040221914006,1.0154510464007684,1.998776656208598,,0,False,False
ret_6m_skip1,HIGH,6,all,ALL,win_50,10,0.9896143903982675,39007,0.10018672481590782,6069,0.15558745866126591,0.116755662744675,1.3325902573266148,1.3020728824825585,1.363688586336755,0.07878787878787878,10,True,False
ret_6m_skip1,HIGH,6,all,ALL,win_100,10,0.9896143903982675,39007,0.10018672481590782,1871,0.04796574973722665,0.026973645346134386,1.778244991424589,1.701262483632544,1.8585279447162681,-0.15151515151515152,10,True,False
ret_6m_skip1,HIGH,6,all,ALL,launch_300,10,0.9896143903982675,39007,0.10018672481590782,528,0.01353603199425744,0.0064621683194509725,2.0946579112639805,1.9244710809429428,2.27967037572371,-0.11515151515151516,10,True,False
ret_6m_skip1,HIGH,6,drawdown,0-10,win_50,10,0.9886492547374236,30122,0.10018325800132372,4346,0.1442799282916141,0.10182958668835164,1.416876302691685,1.3783543192851206,1.4562891705685597,0.06666666666666667,10,True,False
ret_6m_skip1,HIGH,6,drawdown,0-10,win_100,10,0.9886492547374236,30122,0.10018325800132372,1290,0.04282584157758449,0.022110693154265986,1.9368837186057086,1.8360857000849207,2.0429548408584908,-0.10303030303030303,10,True,False
ret_6m_skip1,HIGH,6,drawdown,0-10,launch_300,10,0.9886492547374236,30122,0.10018325800132372,353,0.011719009361928158,0.005225014883476514,2.242866216321819,2.021895106894001,2.4876698082860123,-0.2571428571428571,6,True,False
ret_6m_skip1,HIGH,6,drawdown,10-20,win_50,10,0.9908492699979436,3861,0.10016083843519767,419,0.10852110852110852,0.07984850057071703,1.3590876189966508,1.2410556655616711,1.4868657896394122,0.503030303030303,10,True,False
ret_6m_skip1,HIGH,6,drawdown,10-20,win_100,10,0.9908492699979436,3861,0.10016083843519767,135,0.03496503496503497,0.015357476393068382,2.276743526743527,1.9285467076413507,2.6851353228278594,,1,True,False
ret_6m_skip1,HIGH,6,drawdown,10-20,launch_300,10,0.9908492699979436,3861,0.10016083843519767,54,0.013986013986013986,0.004176610978520286,3.3486513486513485,2.5703643790668522,4.358261545523363,,0,False,False
ret_6m_skip1,HIGH,6,drawdown,20-30,win_50,10,0.9941604812326309,2833,0.10024415271929514,695,0.24532297917402046,0.18711298255546513,1.3110954452414887,1.2282978250227834,1.3975792490277066,0.6242424242424243,10,True,False
ret_6m_skip1,HIGH,6,drawdown,20-30,win_100,10,0.9941604812326309,2833,0.10024415271929514,226,0.07977409106953759,0.03927674179965323,2.0310771060506325,1.7913042819568863,2.2998259340005993,,4,True,False
ret_6m_skip1,HIGH,6,drawdown,20-30,launch_300,10,0.9941604812326309,2833,0.10024415271929514,40,0.014119308153900459,0.004847669933831075,2.9125968447984003,2.1424906003499946,3.9541517594183784,,0,False,False
ret_6m_skip1,HIGH,6,drawdown,>30,win_50,10,0.9949037630249806,2191,0.10020580836954036,609,0.2779552715654952,0.29613537617196434,0.9386088050624791,0.8766188952234953,1.0032233758249753,-0.7818181818181819,10,True,False
ret_6m_skip1,HIGH,6,drawdown,>30,win_100,10,0.9949037630249806,2191,0.10020580836954036,220,0.10041077133728891,0.0984221358335239,1.020205165097501,0.8993620146905504,1.1552599495918332,-0.6363636363636364,10,True,False
ret_6m_skip1,HIGH,6,drawdown,>30,launch_300,10,0.9949037630249806,2191,0.10020580836954036,81,0.03696942035600183,0.02959067002058084,1.2493607049211437,1.0085781799352591,1.5449176646281157,,1,False,False
ret_6m_skip1,HIGH,6,mst,0-12,win_50,10,0.9890178556430888,29496,0.10019157868992785,4622,0.15669921345267154,0.11970950692264841,1.3089955633509078,1.2747145166514435,1.344023493195906,-0.15151515151515152,10,True,False
ret_6m_skip1,HIGH,6,mst,0-12,win_100,10,0.9890178556430888,29496,0.10019157868992785,1434,0.048616761594792515,0.028363157108112883,1.7140814546659326,1.6296014540961772,1.802706195881038,-0.17575757575757575,10,True,False
ret_6m_skip1,HIGH,6,mst,0-12,launch_300,10,0.9890178556430888,29496,0.10019157868992785,449,0.015222403037700028,0.007360833706979714,2.0680270256976176,1.8865982783865083,2.2666080601208525,-0.17575757575757575,10,True,False
ret_6m_skip1,HIGH,6,mst,13-24,win_50,10,0.9941934152739705,3381,0.10023717758671806,586,0.1733215025140491,0.1215238659946635,1.4262342717245369,1.3243078000164386,1.5342623868697982,0.8303030303030303,10,True,False
ret_6m_skip1,HIGH,6,mst,13-24,win_100,10,0.9941934152739705,3381,0.10023717758671806,191,0.05649216208222419,0.02585235695226801,2.1851842053135573,1.9031775816488077,2.5061302068311813,,2,True,False
ret_6m_skip1,HIGH,6,mst,13-24,launch_300,10,0.9941934152739705,3381,0.10023717758671806,42,0.012422360248447204,0.0037058997924696115,3.3520496894409937,2.483485859395911,4.519246632649048,,0,False,False
ret_6m_skip1,HIGH,6,mst,>24,win_50,10,0.9899736403771205,6130,0.10013558325301795,861,0.14045676998368678,0.09992322394106212,1.4056469001293697,1.3208508781528698,1.494949826193595,0.40606060606060607,10,True,False
ret_6m_skip1,HIGH,6,mst,>24,win_100,10,0.9899736403771205,6130,0.10013558325301795,246,0.04013050570962479,0.02090922456180473,1.9192727875203912,1.6977409876042728,2.1683526025392754,0.2571428571428571,6,True,False
ret_6m_skip1,HIGH,6,mst,>24,launch_300,10,0.9899736403771205,6130,0.10013558325301795,37,0.006035889070146819,0.003659114298315827,1.6495492018177582,1.1976503936313188,2.2705361156772823,,0,False,False
ret_6m_skip1,HIGH,12,all,ALL,win_50,10,0.9675926278947409,38140,0.10018939841703903,5852,0.15343471421080232,0.11578784225029487,1.3251366570863927,1.2941999511180702,1.3566762333058815,-0.17575757575757575,10,True,False
ret_6m_skip1,HIGH,12,all,ALL,win_100,10,0.9675926278947409,38140,0.10018939841703903,1723,0.04517566858940745,0.026468494453332072,1.7067713718685031,1.6297383356680695,1.7872655244807623,-0.22424242424242424,10,True,False
ret_6m_skip1,HIGH,12,all,ALL,launch_300,10,0.9675926278947409,38140,0.10018939841703903,503,0.013188253801782904,0.006181060683673121,2.1336554479425898,1.9561992483896589,2.326975176144634,-0.17575757575757575,10,True,False
ret_6m_skip1,HIGH,12,drawdown,0-10,win_50,10,0.9647508721857418,29394,0.10018370762199175,4213,0.14332857045655575,0.10051431317548339,1.425951846343763,1.3865621286046272,1.466268930050446,0.09090909090909091,10,True,False
ret_6m_skip1,HIGH,12,drawdown,0-10,win_100,10,0.9647508721857418,29394,0.10018370762199175,1211,0.04119888412601211,0.02143482810215371,1.9220533950478738,1.8188204088161988,2.0308802877611605,-0.16363636363636364,10,True,False
ret_6m_skip1,HIGH,12,drawdown,0-10,launch_300,10,0.9647508721857418,29394,0.10018370762199175,341,0.011601007008232973,0.004948858388349051,2.3441784140651256,2.1093954904346375,2.6047530677276147,,4,True,False
ret_6m_skip1,HIGH,12,drawdown,10-20,win_50,10,0.9726506271848653,3793,0.10023784355179705,368,0.0970208278407593,0.07986257928118393,1.2148471626387598,1.1019551539739227,1.3379495767889864,-0.2727272727272727,10,True,False
ret_6m_skip1,HIGH,12,drawdown,10-20,win_100,10,0.9726506271848653,3793,0.10023784355179705,84,0.02214605852886897,0.015433403805496829,1.4349432444047976,1.1613643157922071,1.771174495494809,,1,False,False
ret_6m_skip1,HIGH,12,drawdown,10-20,launch_300,10,0.9726506271848653,3793,0.10023784355179705,33,0.008700237279198523,0.003990486257928119,2.1802448916878947,1.5541509980738069,3.0554678836898055,,0,False,False
ret_6m_skip1,HIGH,12,drawdown,20-30,win_50,10,0.9843106905406832,2803,0.10017511883063507,558,0.19907242240456655,0.18748436439012187,1.0618081302520352,0.9851832978103783,1.1428264081210102,-0.44242424242424244,10,True,False
ret_6m_skip1,HIGH,12,drawdown,20-30,win_100,10,0.9843106905406832,2803,0.10017511883063507,148,0.05280057081698181,0.039491083235052356,1.3370251330587946,1.1424527094986918,1.562593902313957,,4,True,False
ret_6m_skip1,HIGH,12,drawdown,20-30,launch_300,10,0.9843106905406832,2803,0.10017511883063507,16,0.005708169818052087,0.004824702476680605,1.183113330954929,0.7288917138296841,1.9177628335053265,,0,False,False
ret_6m_skip1,HIGH,12,drawdown,>30,win_50,10,0.9763388997588388,2150,0.10020040080160321,713,0.3316279069767442,0.29449596868154915,1.126086406076911,1.0595839844284707,1.1946282314524297,-0.5636363636363636,10,True,False
ret_6m_skip1,HIGH,12,drawdown,>30,win_100,10,0.9763388997588388,2150,0.10020040080160321,280,0.13023255813953488,0.09777694924733188,1.3319351763584366,1.1931565763133103,1.4842035493000993,-0.4303030303030303,10,True,False
ret_6m_skip1,HIGH,12,drawdown,>30,launch_300,10,0.9763388997588388,2150,0.10020040080160321,113,0.052558139534883724,0.02866197511301673,1.8337235772357725,1.5315899368794068,2.1915428235286925,,1,True,False
ret_6m_skip1,HIGH,12,mst,0-12,win_50,10,0.9656761795978701,28801,0.1001955136233336,4500,0.15624457484115134,0.11860232111547132,1.3173820998750225,1.2824129789427352,1.3531242876878367,-0.2727272727272727,10,True,False
ret_6m_skip1,HIGH,12,mst,0-12,win_100,10,0.9656761795978701,28801,0.1001955136233336,1372,0.04763723481823548,0.027782416297904317,1.7146541289797335,1.6282629605974197,1.8053881743774152,-0.3696969696969697,10,True,False
ret_6m_skip1,HIGH,12,mst,0-12,launch_300,10,0.9656761795978701,28801,0.1001955136233336,445,0.0154508524009583,0.007051710222370655,2.191078747385625,1.9980512836921405,2.402433746681293,-0.15151515151515152,10,True,False
ret_6m_skip1,HIGH,12,mst,13-24,win_50,10,0.9823444454269461,3340,0.10021603456553048,513,0.1535928143712575,0.12136941910705713,1.2654984715365314,1.1680328945347433,1.3695218479016427,0.40606060606060607,10,True,False
ret_6m_skip1,HIGH,12,mst,13-24,win_100,10,0.9823444454269461,3340,0.10021603456553048,141,0.04221556886227545,0.025624099855976957,1.6474947061380751,1.4012493705745406,1.9347881272690242,,2,True,False
ret_6m_skip1,HIGH,12,mst,13-24,launch_300,10,0.9823444454269461,3340,0.10021603456553048,20,0.005988023952095809,0.0034205472875660104,1.7506040550477993,1.1342420907691253,2.6988011677037207,,0,False,False
ret_6m_skip1,HIGH,12,mst,>24,win_50,10,0.9687242265957274,5999,0.10014523479625394,839,0.13985664277379564,0.09917700282122766,1.410172104372779,1.3239975302949027,1.5009943319298071,0.3575757575757576,10,True,False
ret_6m_skip1,HIGH,12,mst,>24,win_100,10,0.9687242265957274,5999,0.10014523479625394,210,0.03500583430571762,0.02063335726090513,1.6965651233134325,1.4851889081045955,1.9367847693575815,,4,True,False
ret_6m_skip1,HIGH,12,mst,>24,launch_300,10,0.9687242265957274,5999,0.10014523479625394,38,0.006334389064844141,0.0035390548052685175,1.789853340336597,1.305042705575679,2.453195493286695,,0,False,False
ret_12m_skip1,HIGH,0,all,ALL,win_50,10,0.9896143903982675,39007,0.10018672481590782,5915,0.15163944932960752,0.116755662744675,1.2987759716735752,1.2685842320455447,1.3295553249594143,-0.17575757575757575,10,True,False
ret_12m_skip1,HIGH,0,all,ALL,win_100,10,0.9896143903982675,39007,0.10018672481590782,1824,0.046760837798343884,0.026973645346134386,1.7335750210360505,1.6575412034966412,1.8129180815194996,-0.17575757575757575,10,True,False
ret_12m_skip1,HIGH,0,all,ALL,launch_300,10,0.9896143903982675,39007,0.10018672481590782,478,0.012254210782680032,0.0064621683194509725,1.8963001545154974,1.7346252283360832,2.0728397800338323,-0.34545454545454546,10,True,False
ret_12m_skip1,HIGH,0,drawdown,0-10,win_50,10,0.9886492547374236,30122,0.10018325800132372,4435,0.1472345793771994,0.10182958668835164,1.4458919471784684,1.407037389300768,1.4856299897394645,-0.006060606060606061,10,True,False
ret_12m_skip1,HIGH,0,drawdown,0-10,win_100,10,0.9886492547374236,30122,0.10018325800132372,1355,0.04498373281986588,0.022110693154265986,2.034478634659485,1.931215733842163,2.1429897498222217,-0.10303030303030303,10,True,False
ret_12m_skip1,HIGH,0,drawdown,0-10,launch_300,10,0.9886492547374236,30122,0.10018325800132372,337,0.011187836133058893,0.005225014883476514,2.1412065577916515,1.9255117137478317,2.380759810379501,-0.3,5,True,False
ret_12m_skip1,HIGH,0,drawdown,10-20,win_50,10,0.9908492699979436,3861,0.10016083843519767,431,0.11162911162911163,0.07984850057071703,1.3980113694213758,1.2784145551770494,1.5272770243557907,0.2727272727272727,10,True,False
ret_12m_skip1,HIGH,0,drawdown,10-20,win_100,10,0.9908492699979436,3861,0.10016083843519767,130,0.03367003367003367,0.015357476393068382,2.1924196924196924,1.85107885985822,2.59412312930106,,2,True,False
ret_12m_skip1,HIGH,0,drawdown,10-20,launch_300,10,0.9908492699979436,3861,0.10016083843519767,57,0.014763014763014764,0.004176610978520286,3.534687534687535,2.732503395976585,4.5678250793793875,,0,False,False
ret_12m_skip1,HIGH,0,drawdown,20-30,win_50,10,0.9941604812326309,2833,0.10024415271929514,706,0.2492057889163431,0.18711298255546513,1.3318465961733683,1.2485742401785038,1.4187489361248757,0.6727272727272727,10,True,False
ret_12m_skip1,HIGH,0,drawdown,20-30,win_100,10,0.9941604812326309,2833,0.10024415271929514,247,0.08718672785033534,0.03927674179965323,2.2198055097102047,1.9693464474557736,2.498729449335362,,4,True,False
ret_12m_skip1,HIGH,0,drawdown,20-30,launch_300,10,0.9941604812326309,2833,0.10024415271929514,41,0.01447229085774797,0.004847669933831075,2.9854117659183603,2.204380193603827,4.037694806319343,,0,False,False
ret_12m_skip1,HIGH,0,drawdown,>30,win_50,10,0.9949037630249806,2191,0.10020580836954036,343,0.15654952076677317,0.29613537617196434,0.5286417407823158,0.4792966859702465,0.5820465229221208,-0.9878787878787879,10,True,False
ret_12m_skip1,HIGH,0,drawdown,>30,win_100,10,0.9949037630249806,2191,0.10020580836954036,92,0.04198995892286627,0.0984221358335239,0.4266312508589549,0.3491344276650114,0.5204174798857797,-1.0,6,False,False
ret_12m_skip1,HIGH,0,drawdown,>30,launch_300,10,0.9949037630249806,2191,0.10020580836954036,43,0.019625741670470105,0.02959067002058084,0.6632408680445577,0.4934958942021002,0.889811955779519,,2,False,False
ret_12m_skip1,HIGH,0,mst,0-12,win_50,10,0.9890178556430888,29496,0.10019157868992785,4455,0.1510374288039056,0.11970950692264841,1.2616995315292718,1.2279423146645547,1.2962159492844672,-0.296969696969697,10,True,False
ret_12m_skip1,HIGH,0,mst,0-12,win_100,10,0.9890178556430888,29496,0.10019157868992785,1368,0.046379170056956874,0.028363157108112883,1.6351906764177095,1.5526354836389495,1.7219111561000888,-0.296969696969697,10,True,False
ret_12m_skip1,HIGH,0,mst,0-12,launch_300,10,0.9890178556430888,29496,0.10019157868992785,396,0.013425549227013833,0.007360833706979714,1.8239169313502375,1.653897881056052,2.0111518446161845,-0.35714285714285715,8,True,False
ret_12m_skip1,HIGH,0,mst,13-24,win_50,10,0.9941934152739705,3381,0.10023717758671806,607,0.1795326826382727,0.1215238659946635,1.477345056206133,1.3739011462789992,1.5867745982420633,0.6930123197952736,10,True,False
ret_12m_skip1,HIGH,0,mst,13-24,win_100,10,0.9941934152739705,3381,0.10023717758671806,205,0.0606329488317066,0.02585235695226801,2.3453547753365407,2.0530520116530977,2.676233361494439,,3,True,False
ret_12m_skip1,HIGH,0,mst,13-24,launch_300,10,0.9941934152739705,3381,0.10023717758671806,47,0.013901212658976633,0.0037058997924696115,3.7511032238982547,2.8252877267417276,4.974646061960662,,0,False,False
ret_12m_skip1,HIGH,0,mst,>24,win_50,10,0.9899736403771205,6130,0.10013558325301795,853,0.13915171288743883,0.09992322394106212,1.392586301754184,1.3081376215403644,1.4815582450542326,0.22424242424242424,10,True,False
ret_12m_skip1,HIGH,0,mst,>24,win_100,10,0.9899736403771205,6130,0.10013558325301795,251,0.04094616639477977,0.02090922456180473,1.9582823970228385,1.734457070166234,2.209606877657088,0.3,5,True,False
ret_12m_skip1,HIGH,0,mst,>24,launch_300,10,0.9899736403771205,6130,0.10013558325301795,35,0.005709624796084829,0.003659114298315827,1.5603843800978794,1.122778665037458,2.167189883860232,,0,False,False
ret_12m_skip1,HIGH,3,all,ALL,win_50,10,0.9790508579692905,38600,0.10021106631324525,6105,0.15816062176165804,0.11633570187986614,1.3595192121244288,1.3285218251428608,1.3911013955682725,-0.15151515151515152,10,True,False
ret_12m_skip1,HIGH,3,all,ALL,win_100,10,0.9790508579692905,38600,0.10021106631324525,1792,0.046424870466321246,0.02675064319408495,1.7354674476233387,1.6586760011609278,1.8156334036686055,-0.22424242424242424,10,True,False
ret_12m_skip1,HIGH,3,all,ALL,launch_300,10,0.9790508579692905,38600,0.10021106631324525,491,0.01272020725388601,0.006326797114128982,2.0105287121471442,1.8413349586867653,2.1950506301979136,-0.28484848484848485,10,True,False
ret_12m_skip1,HIGH,3,drawdown,0-10,win_50,10,0.977213017187238,29780,0.10020491872230317,4522,0.15184687709872396,0.10122782991409565,1.5000506997688763,1.4602296155660772,1.540758972344614,-0.04242424242424243,10,True,False
